time,state,new_state,total_cost_opt
18,"[15, 20, 0]","[15, 20, 0]",1156.0
18,"[15, 20, 5]","[15, 20, 0]",-578.0
18,"[15, 20, 10]","[15, 20, 5]",-578.0
18,"[15, 20, 15]","[15, 20, 10]",-578.0
18,"[15, 20, 20]","[15, 20, 15]",-578.0
18,"[20, 0, 0]","[20, 0, 0]",1156.0
18,"[20, 0, 5]","[20, 0, 0]",-578.0
18,"[20, 0, 10]","[20, 0, 5]",-578.0
18,"[20, 0, 15]","[20, 0, 10]",-578.0
18,"[20, 0, 20]","[20, 0, 15]",-578.0
18,"[20, 5, 0]","[20, 5, 0]",1156.0
18,"[20, 5, 5]","[20, 5, 0]",-578.0
18,"[20, 5, 10]","[20, 5, 5]",-578.0
18,"[20, 5, 15]","[20, 5, 10]",-578.0
18,"[20, 5, 20]","[20, 5, 15]",-578.0
18,"[20, 10, 0]","[20, 10, 0]",1156.0
18,"[20, 10, 5]","[20, 10, 0]",-578.0
18,"[20, 10, 10]","[20, 10, 5]",-578.0
18,"[20, 10, 15]","[20, 10, 10]",-578.0
18,"[20, 10, 20]","[20, 10, 15]",-578.0
18,"[20, 15, 0]","[20, 15, 0]",1156.0
18,"[20, 15, 5]","[20, 15, 0]",-578.0
18,"[20, 15, 10]","[20, 15, 5]",-578.0
18,"[20, 15, 15]","[20, 15, 10]",-578.0
18,"[20, 15, 20]","[20, 15, 15]",-578.0
18,"[20, 20, 0]","[20, 20, 0]",1156.0
18,"[20, 20, 5]","[20, 20, 0]",-578.0
18,"[20, 20, 10]","[20, 20, 5]",-578.0
18,"[20, 20, 15]","[20, 20, 10]",-578.0
18,"[20, 20, 20]","[20, 20, 15]",-578.0
19,"[0, 0, 0]","[0, 0, 0]",1445.0
19,"[0, 0, 5]","[0, 0, 5]",1445.0
19,"[0, 0, 10]","[0, 0, 10]",1445.0
19,"[0, 0, 15]","[0, 0, 15]",1445.0
19,"[0, 0, 20]","[0, 0, 20]",1445.0
19,"[0, 5, 0]","[0, 5, 0]",1445.0
19,"[0, 5, 5]","[0, 5, 5]",1445.0
19,"[0, 5, 10]","[0, 5, 10]",1445.0
19,"[0, 5, 15]","[0, 5, 15]",1445.0
19,"[0, 5, 20]","[0, 5, 20]",1445.0
19,"[0, 10, 0]","[0, 10, 0]",1445.0
19,"[0, 10, 5]","[0, 10, 5]",1445.0
19,"[0, 10, 10]","[0, 10, 10]",1445.0
19,"[0, 10, 15]","[0, 10, 15]",1445.0
19,"[0, 10, 20]","[0, 10, 20]",1445.0
19,"[0, 15, 0]","[0, 15, 0]",1445.0
19,"[0, 15, 5]","[0, 15, 5]",1445.0
19,"[0, 15, 10]","[0, 15, 10]",1445.0
19,"[0, 15, 15]","[0, 15, 15]",1445.0
19,"[0, 15, 20]","[0, 15, 20]",1445.0
19,"[0, 20, 0]","[0, 20, 0]",1445.0
19,"[0, 20, 5]","[0, 20, 5]",1445.0
19,"[0, 20, 10]","[0, 20, 10]",1445.0
19,"[0, 20, 15]","[0, 20, 15]",1445.0
19,"[0, 20, 20]","[0, 20, 20]",1445.0
19,"[5, 0, 0]","[0, 0, 0]",-289.0
19,"[5, 0, 5]","[0, 0, 5]",-289.0
19,"[5, 0, 10]","[0, 0, 10]",-289.0
19,"[5, 0, 15]","[0, 0, 15]",-289.0
19,"[5, 0, 20]","[0, 0, 20]",-289.0
19,"[5, 5, 0]","[0, 5, 0]",-289.0
19,"[5, 5, 5]","[0, 5, 5]",-289.0
19,"[5, 5, 10]","[0, 5, 10]",-289.0
19,"[5, 5, 15]","[0, 5, 15]",-289.0
19,"[5, 5, 20]","[0, 5, 20]",-289.0
19,"[5, 10, 0]","[0, 10, 0]",-289.0
19,"[5, 10, 5]","[0, 10, 5]",-289.0
19,"[5, 10, 10]","[0, 10, 10]",-289.0
19,"[5, 10, 15]","[0, 10, 15]",-289.0
19,"[5, 10, 20]","[0, 10, 20]",-289.0
19,"[5, 15, 0]","[0, 15, 0]",-289.0
19,"[5, 15, 5]","[0, 15, 5]",-289.0
19,"[5, 15, 10]","[0, 15, 10]",-289.0
19,"[5, 15, 15]","[0, 15, 15]",-289.0
19,"[5, 15, 20]","[0, 15, 20]",-289.0
19,"[5, 20, 0]","[0, 20, 0]",-289.0
19,"[5, 20, 5]","[0, 20, 5]",-289.0
19,"[5, 20, 10]","[0, 20, 10]",-289.0
19,"[5, 20, 15]","[0, 20, 15]",-289.0
19,"[5, 20, 20]","[0, 20, 20]",-289.0
19,"[10, 0, 0]","[5, 0, 0]",-289.0
19,"[10, 0, 5]","[5, 0, 5]",-289.0
19,"[10, 0, 10]","[5, 0, 10]",-289.0
19,"[10, 0, 15]","[5, 0, 15]",-289.0
19,"[10, 0, 20]","[5, 0, 20]",-289.0
19,"[10, 5, 0]","[5, 5, 0]",-289.0
19,"[10, 5, 5]","[5, 5, 5]",-289.0
19,"[10, 5, 10]","[5, 5, 10]",-289.0
19,"[10, 5, 15]","[5, 5, 15]",-289.0
19,"[10, 5, 20]","[5, 5, 20]",-289.0
19,"[10, 10, 0]","[5, 10, 0]",-289.0
19,"[10, 10, 5]","[5, 10, 5]",-289.0
19,"[10, 10, 10]","[5, 10, 10]",-289.0
19,"[10, 10, 15]","[5, 10, 15]",-289.0
19,"[10, 10, 20]","[5, 10, 20]",-289.0
19,"[10, 15, 0]","[5, 15, 0]",-289.0
19,"[10, 15, 5]","[5, 15, 5]",-289.0
19,"[10, 15, 10]","[5, 15, 10]",-289.0
19,"[10, 15, 15]","[5, 15, 15]",-289.0
19,"[10, 15, 20]","[5, 15, 20]",-289.0
19,"[10, 20, 0]","[5, 20, 0]",-289.0
19,"[10, 20, 5]","[5, 20, 5]",-289.0
19,"[10, 20, 10]","[5, 20, 10]",-289.0
19,"[10, 20, 15]","[5, 20, 15]",-289.0
19,"[10, 20, 20]","[5, 20, 20]",-289.0
19,"[15, 0, 0]","[10, 0, 0]",-289.0
19,"[15, 0, 5]","[10, 0, 5]",-289.0
19,"[15, 0, 10]","[10, 0, 10]",-289.0
19,"[15, 0, 15]","[10, 0, 15]",-289.0
19,"[15, 0, 20]","[10, 0, 20]",-289.0
19,"[15, 5, 0]","[10, 5, 0]",-289.0
19,"[15, 5, 5]","[10, 5, 5]",-289.0
19,"[15, 5, 10]","[10, 5, 10]",-289.0
19,"[15, 5, 15]","[10, 5, 15]",-289.0
19,"[15, 5, 20]","[10, 5, 20]",-289.0
19,"[15, 10, 0]","[10, 10, 0]",-289.0
19,"[15, 10, 5]","[10, 10, 5]",-289.0
19,"[15, 10, 10]","[10, 10, 10]",-289.0
19,"[15, 10, 15]","[10, 10, 15]",-289.0
19,"[15, 10, 20]","[10, 10, 20]",-289.0
19,"[15, 15, 0]","[10, 15, 0]",-289.0
19,"[15, 15, 5]","[10, 15, 5]",-289.0
19,"[15, 15, 10]","[10, 15, 10]",-289.0
19,"[15, 15, 15]","[10, 15, 15]",-289.0
19,"[15, 15, 20]","[10, 15, 20]",-289.0
19,"[15, 20, 0]","[10, 20, 0]",-289.0
19,"[15, 20, 5]","[10, 20, 5]",-289.0
19,"[15, 20, 10]","[10, 20, 10]",-289.0
19,"[15, 20, 15]","[10, 20, 15]",-289.0
19,"[15, 20, 20]","[10, 20, 20]",-289.0
19,"[20, 0, 0]","[15, 0, 0]",-289.0
19,"[20, 0, 5]","[15, 0, 5]",-289.0
19,"[20, 0, 10]","[15, 0, 10]",-289.0
19,"[20, 0, 15]","[15, 0, 15]",-289.0
19,"[20, 0, 20]","[15, 0, 20]",-289.0
19,"[20, 5, 0]","[15, 5, 0]",-289.0
19,"[20, 5, 5]","[15, 5, 5]",-289.0
19,"[20, 5, 10]","[15, 5, 10]",-289.0
19,"[20, 5, 15]","[15, 5, 15]",-289.0
19,"[20, 5, 20]","[15, 5, 20]",-289.0
19,"[20, 10, 0]","[15, 10, 0]",-289.0
19,"[20, 10, 5]","[15, 10, 5]",-289.0
19,"[20, 10, 10]","[15, 10, 10]",-289.0
19,"[20, 10, 15]","[15, 10, 15]",-289.0
19,"[20, 10, 20]","[15, 10, 20]",-289.0
19,"[20, 15, 0]","[15, 15, 0]",-289.0
19,"[20, 15, 5]","[15, 15, 5]",-289.0
19,"[20, 15, 10]","[15, 15, 10]",-289.0
19,"[20, 15, 15]","[15, 15, 15]",-289.0
19,"[20, 15, 20]","[15, 15, 20]",-289.0
19,"[20, 20, 0]","[15, 20, 0]",-289.0
19,"[20, 20, 5]","[15, 20, 5]",-289.0
19,"[20, 20, 10]","[15, 20, 10]",-289.0
19,"[20, 20, 15]","[15, 20, 15]",-289.0
19,"[20, 20, 20]","[15, 20, 20]",-289.0
