time,state,action,new_state,total_cost,state_t1,action_t1,new_state_t1,cost_t1,state_t2,action_t2,new_state_t2,cost_t2,state_t3,action_t3,new_state_t3,cost_t3,state_t4,action_t4,new_state_t4,cost_t4,state_t5,action_t5,new_state_t5,cost_t5,state_t6,action_t6,new_state_t6,cost_t6,state_t7,action_t7,new_state_t7,cost_t7,state_t8,action_t8,new_state_t8,cost_t8,state_t9,action_t9,new_state_t9,cost_t9,state_t10,action_t10,new_state_t10,cost_t10,state_t11,action_t11,new_state_t11,cost_t11,state_t12,action_t12,new_state_t12,cost_t12,Total_strategy_cost
8,"[0, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-1445,"[0, 10, 5]","[(5, 0), (0, 1), (5, 0)]","[5, 10, 10]",5967.625318,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",-2167.5,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-2890,"[5, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",11703.40086,"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-1445,"[0, 20, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 0]",13496.35478,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-2167.5,"[5, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 0]",12556.42107,"[5, 15, 0]","[(5, 0), (0, 1), (0, 1)]","[10, 15, 0]",8162.284747,"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 5]",-1445,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-722.5,"[0, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 20, 5]",1573.523552,54739.67307
8,"[0, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-1445,"[0, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 0]",1538.812659,"[5, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 20, 5]",2286.472144,"[5, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 5]",280.9728992,"[5, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 10]",11703.40086,"[0, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 5]",13163.15705,"[0, 20, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 15, 5]",30605.20956,"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-2167.5,"[5, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 5]",12556.42107,"[5, 15, 5]","[(5, 0), (0, 1), (0, 1)]","[10, 15, 5]",8162.284747,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",-1445,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 5]",-722.5,"[0, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",-722.5,55614.62242
8,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",-1445,"[0, 10, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 5]",1538.812659,"[5, 20, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 20, 10]",2286.472144,"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-2890,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-2890,"[0, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 10]",13163.15705,"[0, 20, 5]","[(5, 0), (0, 1), (5, 0)]","[5, 15, 10]",30605.20956,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-2167.5,"[5, 10, 15]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 10]",12556.42107,"[5, 15, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 15, 10]",8162.284747,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",-1445,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-722.5,"[0, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 5]",-722.5,33396.27652
8,"[0, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 20]",-1445,"[0, 10, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 10]",1538.812659,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",-2167.5,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-2890,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-2890,"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-1445,"[0, 20, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 0]",13496.35478,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-2167.5,"[5, 10, 20]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 15]",12556.42107,"[5, 15, 15]","[(5, 0), (0, 1), (0, 1)]","[10, 15, 15]",8162.284747,"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 20]",-1445,"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 15]",-722.5,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 10]",-722.5,33396.27652
8,"[5, 0, 0]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 0]",2962.696638,"[5, 5, 0]","[(5, 0), (0, 1), (5, 0)]","[10, 5, 5]",5967.625318,"[10, 0, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 10]",2286.472144,"[0, 0, 5]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 0]",5619.445798,"[0, 5, 5]","[(0, 1), (5, 0), (5, 0)]","[0, 10, 10]",26296.80172,"[5, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 10]",13163.15705,"[5, 0, 5]","[(5, 0), (5, 0), (5, 0)]","[10, 5, 10]",45546.56434,"[10, 5, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 5]",14938.40595,"[0, 5, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 5]",25835.34215,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-1445,"[10, 0, 0]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 0]",1721.396402,"[0, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 5, 5]",1573.523552,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-722.5,64451.17378
8,"[5, 0, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 5]",2962.696638,"[5, 5, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 5, 10]",5967.625318,"[10, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-2167.5,"[0, 0, 10]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 5]",5619.445798,"[0, 5, 0]","[(0, 1), (5, 0), (5, 0)]","[0, 10, 5]",26296.80172,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-1445,"[5, 0, 10]","[(5, 0), (5, 0), (0, 1)]","[10, 5, 0]",28437.70956,"[10, 5, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 10]",14938.40595,"[0, 5, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 0]",12556.42107,"[10, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-1445,"[10, 0, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 5]",1721.396402,"[0, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-722.5,"[5, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",1573.523552,62189.86112
8,"[5, 0, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 10]",2962.696638,"[5, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 0]",1538.812659,"[10, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",2286.472144,"[0, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 5]",8790.418698,"[0, 5, 5]","[(0, 1), (5, 0), (5, 0)]","[0, 10, 10]",26296.80172,"[5, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 5]",13163.15705,"[5, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[10, 5, 5]",45546.56434,"[10, 5, 0]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 0]",14938.40595,"[0, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 5]",12556.42107,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-1445,"[10, 0, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 10]",1721.396402,"[0, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-722.5,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-722.5,63064.81046
8,"[5, 0, 15]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 15]",2962.696638,"[5, 5, 15]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 5]",1538.812659,"[10, 0, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 10]",2286.472144,"[0, 0, 5]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 0]",5619.445798,"[0, 5, 10]","[(0, 1), (5, 0), (0, 1)]","[0, 10, 0]",11703.40086,"[5, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 10]",13163.15705,"[5, 0, 5]","[(5, 0), (5, 0), (5, 0)]","[10, 5, 10]",45546.56434,"[10, 5, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 5]",14938.40595,"[0, 5, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 10]",12556.42107,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-1445,"[10, 0, 15]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 15]",1721.396402,"[0, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-722.5,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-722.5,40846.46456
8,"[5, 0, 20]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 20]",2962.696638,"[5, 5, 20]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 10]",1538.812659,"[10, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-2167.5,"[0, 0, 10]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 5]",5619.445798,"[0, 5, 15]","[(0, 1), (5, 0), (0, 1)]","[0, 10, 5]",11703.40086,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-1445,"[5, 0, 10]","[(5, 0), (5, 0), (0, 1)]","[10, 5, 0]",28437.70956,"[10, 5, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 10]",14938.40595,"[0, 5, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 15]",12556.42107,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",-1445,"[10, 0, 20]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 20]",1721.396402,"[0, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",-722.5,"[5, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-722.5,40846.46456
8,"[5, 5, 0]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 0]",2962.696638,"[5, 10, 0]","[(5, 0), (0, 1), (5, 0)]","[10, 10, 5]",5967.625318,"[10, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 10]",2286.472144,"[0, 5, 5]","[(5, 0), (5, 0), (0, 1)]","[5, 10, 0]",5619.445798,"[0, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 10]",11703.40086,"[5, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 10]",13163.15705,"[5, 5, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 0, 10]",30605.20956,"[10, 0, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 5]",14938.40595,"[0, 10, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 5, 5]",25835.34215,"[10, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",-1445,"[10, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-1445,"[0, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 5]",1573.523552,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-722.5,71952.74381
8,"[5, 5, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 5]",2962.696638,"[5, 10, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 10, 10]",5967.625318,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-2167.5,"[0, 5, 10]","[(5, 0), (5, 0), (0, 1)]","[5, 10, 5]",5619.445798,"[0, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 5]",11703.40086,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-1445,"[5, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 0, 0]",13496.35478,"[10, 0, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 10]",14938.40595,"[0, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 0]",12556.42107,"[10, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",-1445,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-1445,"[0, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",-722.5,"[5, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 5]",1573.523552,69691.43115
8,"[5, 5, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 10]",2962.696638,"[5, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 10, 0]",1538.812659,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 5]",2286.472144,"[0, 5, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 10, 5]",8790.418698,"[0, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 10]",11703.40086,"[5, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 5]",13163.15705,"[5, 5, 0]","[(5, 0), (0, 1), (5, 0)]","[10, 0, 5]",30605.20956,"[10, 0, 0]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 0]",14938.40595,"[0, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 5]",12556.42107,"[10, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",-1445,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-1445,"[0, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",-722.5,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-722.5,70566.3805
8,"[5, 5, 15]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 15]",2962.696638,"[5, 10, 15]","[(5, 0), (0, 1), (0, 1)]","[10, 10, 5]",1538.812659,"[10, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 10]",2286.472144,"[0, 5, 5]","[(5, 0), (5, 0), (0, 1)]","[5, 10, 0]",5619.445798,"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",-2890,"[5, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 10]",13163.15705,"[5, 5, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 0, 10]",30605.20956,"[10, 0, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 5]",14938.40595,"[0, 10, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 10]",12556.42107,"[10, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 10]",-1445,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-1445,"[0, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 10]",-722.5,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-722.5,48348.03459
8,"[5, 5, 20]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 20]",2962.696638,"[5, 10, 20]","[(5, 0), (0, 1), (0, 1)]","[10, 10, 10]",1538.812659,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-2167.5,"[0, 5, 10]","[(5, 0), (5, 0), (0, 1)]","[5, 10, 5]",5619.445798,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",-2890,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-1445,"[5, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 0, 0]",13496.35478,"[10, 0, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 10]",14938.40595,"[0, 10, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 15]",12556.42107,"[10, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 15]",-1445,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 20]",-1445,"[0, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 15]",-722.5,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-722.5,48348.03459
8,"[5, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-1445,"[5, 0, 0]","[(5, 0), (0, 1), (5, 0)]","[10, 0, 5]",5967.625318,"[10, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 10]",2286.472144,"[0, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 0]",280.9728992,"[0, 0, 5]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 10]",26296.80172,"[5, 0, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 10]",13163.15705,"[5, 10, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 5, 10]",30605.20956,"[10, 5, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 5]",14938.40595,"[0, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 5]",39114.26322,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-1445,"[10, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-1445,"[0, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 5, 5]",1573.523552,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-722.5,54858.64522
8,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-1445,"[5, 0, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 0, 10]",5967.625318,"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-2167.5,"[0, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 5]",280.9728992,"[0, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 5]",26296.80172,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-1445,"[5, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 0]",13496.35478,"[10, 5, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 10]",14938.40595,"[0, 0, 5]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 0]",25835.34215,"[10, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-1445,"[10, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-1445,"[0, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-722.5,"[5, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 5]",1573.523552,52597.33256
8,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-1445,"[5, 0, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 0, 0]",1538.812659,"[10, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 5]",2286.472144,"[0, 10, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 5]",3451.945798,"[0, 0, 5]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 10]",26296.80172,"[5, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",13163.15705,"[5, 10, 0]","[(5, 0), (0, 1), (5, 0)]","[10, 5, 5]",30605.20956,"[10, 5, 0]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 0]",14938.40595,"[0, 0, 10]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 5]",25835.34215,"[10, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-1445,"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-1445,"[0, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-722.5,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-722.5,53472.28191
8,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-1445,"[5, 0, 15]","[(5, 0), (0, 1), (0, 1)]","[10, 0, 5]",1538.812659,"[10, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 10]",2286.472144,"[0, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 0]",280.9728992,"[0, 0, 10]","[(0, 1), (5, 0), (0, 1)]","[0, 5, 0]",11703.40086,"[5, 0, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 10]",13163.15705,"[5, 10, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 5, 10]",30605.20956,"[10, 5, 5]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 5]",14938.40595,"[0, 0, 15]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 10]",25835.34215,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-1445,"[10, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",-1445,"[0, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-722.5,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-722.5,31253.936
8,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 20]",-1445,"[5, 0, 20]","[(5, 0), (0, 1), (0, 1)]","[10, 0, 10]",1538.812659,"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-2167.5,"[0, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 5]",280.9728992,"[0, 0, 15]","[(0, 1), (5, 0), (0, 1)]","[0, 5, 5]",11703.40086,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-1445,"[5, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 5, 0]",13496.35478,"[10, 5, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 10]",14938.40595,"[0, 0, 20]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 15]",25835.34215,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",-1445,"[10, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 20]",-1445,"[0, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",-722.5,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-722.5,31253.936
8,"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-1445,"[5, 5, 0]","[(5, 0), (0, 1), (5, 0)]","[10, 5, 5]",5967.625318,"[10, 15, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 15, 10]",2286.472144,"[0, 15, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 0]",280.9728992,"[0, 5, 5]","[(0, 1), (5, 0), (5, 0)]","[0, 10, 10]",26296.80172,"[5, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 10]",13163.15705,"[5, 15, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 10, 10]",30605.20956,"[10, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-2167.5,"[0, 5, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 5]",25835.34215,"[10, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-1445,"[10, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-1445,"[0, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 5]",1573.523552,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-722.5,42417.98817
8,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-1445,"[5, 5, 5]","[(5, 0), (0, 1), (5, 0)]","[10, 5, 10]",5967.625318,"[10, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-2167.5,"[0, 15, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 5]",280.9728992,"[0, 5, 0]","[(0, 1), (5, 0), (5, 0)]","[0, 10, 5]",26296.80172,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-1445,"[5, 15, 10]","[(5, 0), (0, 1), (0, 1)]","[10, 10, 0]",13496.35478,"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-2167.5,"[0, 5, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 0]",12556.42107,"[10, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-1445,"[10, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-1445,"[0, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-722.5,"[5, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 15, 5]",1573.523552,40156.67551
