E_given,P_C,Trip,obj
"[30, 90, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 90, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 90, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 90, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 90, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 90, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[30, 100, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[30, 100, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 0, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 0.0 0.0],4000.0
"[40, 0, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 0, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[40, 10, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 10, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 10, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 20, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 20, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 30, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 30, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 40, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 40, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 50, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 50, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 60, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 60, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 70, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 70, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 80, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 80, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 90, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 90, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[40, 100, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[40, 100, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 0, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 0.0 0.0],4000.0
"[50, 0, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 0, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[50, 10, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 10, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 10, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 20, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 20, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 30, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 30, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 40, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 40, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 50, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 50, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 60, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 60, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 70, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 70, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[50, 80, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[50, 80, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
